T,pp #1,,,,ppdot #1,,,ppddot #1,,pp #2,,,,ppdot #2,,,ppddot #2,,pp #3,,,,ppdot #3,,,ppddot #3,,pp #4,,,,ppdot #4,,,ppddot #4,,pp #5,,,,ppdot #5,,,ppddot #5,,pp #6,,,,ppdot #6,,,ppddot #6,,pp #7,,,,ppdot #7,,,ppddot #7,,pp #8,,,,ppdot #8,,,ppddot #8,,pp #9,,,,ppdot #9,,,ppddot #9,,pp #10,,,,ppdot #10,,,ppddot #10,,pp #11,,,,ppdot #11,,,ppddot #11,,pp #12,,,,ppdot #12,,,ppddot #12,,pp #13,,,,ppdot #13,,,ppddot #13,,pp #14,,,,ppdot #14,,,ppddot #14,,pp #15,,,,ppdot #15,,,ppddot #15,,pp #16,,,,ppdot #16,,,ppddot #16,,pp #17,,,,ppdot #17,,,ppddot #17,,pp #18,,,,ppdot #18,,,ppddot #18,,pp #19,,,,ppdot #19,,,ppddot #19,,pp #20,,,,ppdot #20,,,ppddot #20,,pp #21,,,,ppdot #21,,,ppddot #21,,pp #22,,,,ppdot #22,,,ppddot #22,,pp #23,,,,ppdot #23,,,ppddot #23,,
1.080000,-34.112010,0.112125,0.600468,0.772146,-102.336030,0.224250,0.600468,-204.672061,0.224250,3.507299,12.111398,-1.906515,-1.510877,10.521897,24.222795,-1.906515,21.043794,24.222795,73.438862,-13.342256,-9.933220,-2.844023,220.316586,-26.684511,-9.933220,440.633173,-26.684511,-195.184123,-12.424130,10.229994,8.270276,-585.552370,-24.848259,10.229994,-1171.104740,-24.848259,-69.528381,-6.436698,-0.446458,0.251096,-208.585144,-12.873395,-0.446458,-417.170287,-12.873395,75.060007,-1.966201,-1.957945,9.489846,225.180022,-3.932402,-1.957945,450.360044,-3.932402,238.549363,-13.688927,-5.906321,0.703989,715.648088,-27.377855,-5.906321,1431.296175,-27.377855,277.804970,-12.975769,-2.076914,0.186821,833.414911,-25.951538,-2.076914,1666.829821,-25.951538,-7.564584,-40.722917,0.422839,0.052330,-22.693751,-81.445834,0.422839,-45.387503,-81.445834,713.307401,90.330676,-11.211383,-0.686556,2139.922204,180.661351,-11.211383,4279.844408,180.661351,70.227163,-35.984072,8.749081,5.498018,210.681490,-71.968145,8.749081,421.362980,-71.968145,321.131261,16.291801,1.755972,2.988103,963.393782,32.583603,1.755972,1926.787563,32.583603,-891.768088,15.793452,6.021160,-5.340125,-2675.304265,31.586904,6.021160,-5350.608531,31.586904,-662.245518,-9.960924,5.838716,0.273798,-1986.736555,-19.921848,5.838716,-3973.473110,-19.921848,-377.416567,4.480432,12.284539,2.323863,-1132.249701,8.960864,12.284539,-2264.499402,8.960864,165.643914,50.266663,-10.692412,0.053213,496.931741,100.533327,-10.692412,993.863482,100.533327,-632.446715,-92.445074,-11.873318,-2.117108,-1897.340145,-184.890149,-11.873318,-3794.680290,-184.890149,-359.633696,25.713373,-0.632267,0.515624,-1078.901087,51.426746,-0.632267,-2157.802174,51.426746,-133.500548,-12.344915,-3.059156,1.090783,-400.501645,-24.689830,-3.059156,-801.003290,-24.689830,29.165707,-1.408090,-0.023687,-0.080766,87.497121,-2.816179,-0.023687,174.994242,-2.816179,-142.162741,-12.665348,1.607746,-0.078803,-426.488223,-25.330695,1.607746,-852.976447,-25.330695,0.171170,-3.644499,-1.759061,0.016894,0.513510,-7.288999,-1.759061,1.027019,-7.288999,-17.321817,-6.206867,1.215906,0.637625,-51.965450,-12.413734,1.215906,-103.930899,-12.413734,
1.083333,-45.104842,-0.228995,0.600078,0.774148,-135.314525,-0.457990,0.600078,-270.629049,-0.457990,-6.081213,12.146471,-1.825656,-1.517097,-18.243639,24.292941,-1.825656,-36.487279,24.292941,79.675284,-12.607867,-10.019720,-2.877279,239.025852,-25.215734,-10.019720,478.051705,-25.215734,-215.755158,-14.375971,10.140661,8.304231,-647.265473,-28.751942,10.140661,-1294.530945,-28.751942,-82.196373,-7.131982,-0.491687,0.249534,-246.589118,-14.263963,-0.491687,-493.178236,-14.263963,83.263487,-1.215601,-1.968551,9.483301,249.790460,-2.431202,-1.968551,499.580921,-2.431202,225.982470,-11.303434,-5.989629,0.684158,677.947410,-22.606868,-5.989629,1355.894821,-22.606868,258.189470,-10.197719,-2.154159,0.179764,774.568409,-20.395439,-2.154159,1549.136818,-20.395439,83.309570,-40.798563,0.151100,0.053287,249.928709,-81.597126,0.151100,499.857418,-81.597126,599.429023,97.463750,-10.585401,-0.722897,1798.287068,194.927499,-10.585401,3596.574137,194.927499,48.498653,-35.281801,8.511528,5.526785,145.495958,-70.563602,8.511528,290.991917,-70.563602,273.090356,19.503114,1.875288,2.994149,819.271069,39.006228,1.875288,1638.542138,39.006228,-936.309892,6.875771,6.096724,-5.319912,-2808.929675,13.751542,6.096724,-5617.859349,13.751542,-691.570517,-16.583379,5.750235,0.293125,-2074.711551,-33.166758,5.750235,-4149.423101,-33.166758,-535.677706,0.706266,12.301828,2.364847,-1607.033118,1.412533,12.301828,-3214.066236,1.412533,68.401891,51.923103,-10.351779,0.018136,205.205672,103.846205,-10.351779,410.411344,103.846205,-500.961018,-98.769541,-12.510700,-2.157736,-1502.883055,-197.539083,-12.510700,-3005.766110,-197.539083,-509.884570,22.117036,-0.472832,0.513789,-1529.653711,44.234072,-0.472832,-3059.307423,44.234072,-141.320562,-13.679921,-3.145906,1.080444,-423.961685,-27.359841,-3.145906,-847.923371,-27.359841,34.150563,-1.116433,-0.032102,-0.080859,102.451688,-2.232865,-0.032102,204.903376,-2.232865,-108.223429,-14.086975,1.518572,-0.073589,-324.670286,-28.173950,1.518572,-649.340573,-28.173950,17.670461,-3.642788,-1.783352,0.010990,53.011382,-7.285575,-1.783352,106.022764,-7.285575,9.940851,-6.380085,1.173950,0.641609,29.822554,-12.760171,1.173950,59.645107,-12.760171,
1.086667,-53.734438,-0.680043,0.597048,0.776144,-161.203314,-1.360087,0.597048,-322.406628,-1.360087,-15.302377,12.085658,-1.744882,-1.523048,-45.907131,24.171317,-1.744882,-91.814262,24.171317,85.541488,-11.811114,-10.101117,-2.910815,256.624463,-23.622229,-10.101117,513.248925,-23.622229,-236.632241,-16.533522,10.037629,8.337865,-709.896724,-33.067045,10.037629,-1419.793449,-33.067045,-88.870339,-7.953945,-0.541973,0.247812,-266.611016,-15.907890,-0.541973,-533.222032,-15.907890,88.981691,-0.382966,-1.973880,9.476728,266.945074,-0.765932,-1.973880,533.890148,-0.765932,231.079599,-9.043609,-6.057452,0.664075,693.238797,-18.087218,-6.057452,1386.477594,-18.087218,218.281264,-7.615825,-2.213537,0.172480,654.843793,-15.231649,-2.213537,1309.687586,-15.231649,144.844541,-39.965467,-0.118113,0.053341,434.533624,-79.930935,-0.118113,869.067247,-79.930935,461.401526,103.458040,-9.915662,-0.757077,1384.204579,206.916080,-9.915662,2768.409159,206.916080,28.250818,-34.796814,8.277932,5.554766,84.752453,-69.593629,8.277932,169.504906,-69.593629,215.325292,22.234017,2.014412,3.000627,645.975876,44.468035,2.014412,1291.951751,44.468035,-919.232151,-2.487328,6.111352,-5.299548,-2757.696453,-4.974656,6.111352,-5515.392906,-4.974656,-702.475466,-23.499084,5.616627,0.312083,-2107.426399,-46.998168,5.616627,-4214.852799,-46.998168,-634.288782,-4.650511,12.288680,2.405841,-1902.866345,-9.301021,12.288680,-3805.732690,-9.301021,18.237181,52.607121,-10.003345,-0.015790,54.711544,105.214243,-10.003345,109.423088,105.214243,-344.601104,-103.779152,-13.185862,-2.200554,-1033.803313,-207.558303,-13.185862,-2067.606625,-207.558303,-581.559269,17.018190,-0.342382,0.512440,-1744.677808,34.036380,-0.342382,-3489.355616,34.036380,-150.061960,-15.093126,-3.241816,1.069800,-450.185880,-30.186252,-3.241816,-900.371760,-30.186252,37.194106,-0.774927,-0.038406,-0.080977,111.582317,-1.549854,-0.038406,223.164634,-1.549854,-84.807173,-15.169209,1.421051,-0.068688,-254.421518,-30.338419,1.421051,-508.843036,-30.338419,39.344121,-3.466083,-1.807048,0.005005,118.032362,-6.932166,-1.807048,236.064723,-6.932166,19.674505,-6.280677,1.131747,0.645451,59.023514,-12.561354,1.131747,118.047029,-12.561354,
1.090000,-59.901331,-1.217388,0.590723,0.778125,-179.703994,-2.434776,0.590723,-359.407987,-2.434776,-23.494119,11.932635,-1.664821,-1.528731,-70.482358,23.865269,-1.664821,-140.964716,23.865269,89.291699,-10.955699,-10.177006,-2.944614,267.875098,-21.911399,-10.177006,535.750196,-21.911399,-251.563534,-18.899845,9.919518,8.371131,-754.690601,-37.799690,9.919518,-1509.381201,-37.799690,-91.109044,-8.842649,-0.597962,0.245914,-273.327131,-17.685297,-0.597962,-546.654263,-17.685297,89.059745,0.506851,-1.973467,9.470148,267.179236,1.013702,-1.973467,534.358473,1.013702,235.768879,-6.732813,-6.110040,0.643792,707.306638,-13.465626,-6.110040,1414.613276,-13.465626,167.339031,-5.433012,-2.257033,0.165025,502.017093,-10.866024,-2.257033,1004.034186,-10.866024,185.761070,-38.517022,-0.379721,0.052508,557.283209,-77.034044,-0.379721,1114.566418,-77.034044,321.242496,108.072055,-9.210562,-0.788962,963.727489,216.144110,-9.210562,1927.454978,216.144110,-2.329704,-34.514306,8.046895,5.581974,-6.989111,-69.028612,8.046895,-13.978222,-69.028612,151.387312,24.387270,2.169816,3.007597,454.161936,48.774541,2.169816,908.323871,48.774541,-851.251557,-11.679649,6.064129,-5.279239,-2553.754672,-23.359299,6.064129,-5107.509345,-23.359299,-698.019504,-30.523839,5.436551,0.330518,-2094.058511,-61.047678,5.436551,-4188.117023,-61.047678,-705.267765,-10.993398,12.236534,2.446728,-2115.803296,-21.986797,12.236534,-4231.606592,-21.986797,2.542694,52.789493,-9.652023,-0.048549,7.628081,105.578987,-9.652023,15.256161,105.578987,-141.015167,-107.225163,-13.889210,-2.245673,-423.045501,-214.450325,-13.889210,-846.091001,-214.450325,-590.459286,11.202597,-0.248312,0.511466,-1771.377857,22.405195,-0.248312,-3542.755714,22.405195,-156.469634,-16.593746,-3.347439,1.058821,-469.408902,-33.187492,-3.347439,-938.817805,-33.187492,36.905364,-0.402986,-0.042333,-0.081113,110.716092,-0.805972,-0.042333,221.432184,-0.805972,-77.393851,-16.017281,1.317096,-0.064123,-232.181553,-32.034562,1.317096,-464.363106,-32.034562,63.517761,-3.072642,-1.828844,-0.001055,190.553282,-6.145283,-1.828844,381.106564,-6.145283,8.158701,-6.083932,1.090532,0.649155,24.476102,-12.167864,1.090532,48.952204,-12.167864,
1.093333,-62.964590,-1.816401,0.580611,0.780078,-188.893770,-3.632802,0.580611,-377.787540,-3.632802,-30.081795,11.697693,-1.586053,-1.534148,-90.245384,23.395387,-1.586053,-180.490769,23.395387,91.772406,-10.062782,-10.247068,-2.978655,275.317217,-20.125565,-10.247068,550.634435,-20.125565,-262.518744,-21.415480,9.785134,8.403977,-787.556233,-42.830960,9.785134,-1575.112466,-42.830960,-86.344377,-9.753739,-0.659950,0.243819,-259.033132,-19.507478,-0.659950,-518.066264,-19.507478,87.282798,1.397448,-1.967119,9.463579,261.848395,2.794897,-1.967119,523.696790,2.794897,246.029052,-4.375124,-6.147067,0.623359,738.087156,-8.750249,-6.147067,1476.174313,-8.750249,113.348248,-3.759622,-2.287676,0.157447,340.044743,-7.519243,-2.287676,680.089486,-7.519243,213.706888,-36.659411,-0.630309,0.050821,641.120665,-73.318822,-0.630309,1282.241329,-73.318822,172.357346,111.284480,-8.479373,-0.818451,517.072039,222.568960,-8.479373,1034.144079,222.568960,-30.759762,-34.537603,7.816722,5.608413,-92.279287,-69.075206,7.816722,-184.558575,-69.075206,81.234500,25.901143,2.337444,3.015106,243.703501,51.802287,2.337444,487.407003,51.802287,-760.216157,-20.192165,5.957890,-5.259186,-2280.648471,-40.384330,5.957890,-4561.296941,-40.384330,-679.414985,-37.504034,5.209791,0.348274,-2038.244954,-75.008068,5.209791,-4076.489908,-75.008068,-743.082033,-18.046076,12.139736,2.487368,-2229.246098,-36.092152,12.139736,-4458.492196,-36.092152,6.644370,52.814920,-9.300008,-0.080136,19.933111,105.629840,-9.300008,39.866222,105.629840,29.237992,-108.635314,-14.608745,-2.293167,87.713975,-217.270629,-14.608745,175.427951,-217.270629,-589.426475,5.298005,-0.193310,0.510741,-1768.279425,10.596009,-0.193310,-3536.558851,10.596009,-158.528884,-18.158442,-3.463279,1.047473,-475.586651,-36.316884,-3.463279,-951.173302,-36.316884,34.842431,-0.033932,-0.043789,-0.081257,104.527293,-0.067864,-0.043789,209.054587,-0.067864,-74.342043,-16.791220,1.207734,-0.059913,-223.026128,-33.582439,1.207734,-446.052256,-33.582439,92.283941,-2.437464,-1.847211,-0.007183,276.851824,-4.874928,-1.847211,553.703648,-4.874928,-9.010051,-6.002345,1.050244,0.652723,-27.030152,-12.004690,1.050244,-54.060305,-12.004690,
1.096667,-63.980970,-2.446047,0.566403,0.781991,-191.942911,-4.892094,0.566403,-383.885822,-4.892094,-35.284206,11.396876,-1.509071,-1.539306,-105.852618,22.793751,-1.509071,-211.705235,22.793751,93.664527,-9.145058,-10.311094,-3.012921,280.993580,-18.290117,-10.311094,561.987161,-18.290117,-270.904369,-24.040668,9.633613,8.436347,-812.713107,-48.081335,9.633613,-1625.426215,-48.081335,-76.499355,-10.617183,-0.727853,0.241508,-229.498066,-21.234366,-0.727853,-458.996131,-21.234366,84.380374,2.270276,-1.954893,9.457040,253.141121,4.540553,-1.954893,506.282241,4.540553,261.339411,-1.914834,-6.168033,0.602829,784.018233,-3.829668,-6.168033,1568.036466,-3.829668,58.147001,-2.626139,-2.308961,0.149784,174.441002,-5.252279,-2.308961,348.882005,-5.252279,232.406085,-34.522342,-0.867582,0.048321,697.218254,-69.044685,-0.867582,1394.436507,-69.044685,20.367492,113.008054,-7.731731,-0.845473,61.102475,226.016107,-7.731731,122.204949,226.016107,-56.111142,-34.845201,7.585446,5.634084,-168.333426,-69.690402,7.585446,-336.666852,-69.690402,5.082875,26.713488,2.512826,3.023188,15.248625,53.426977,2.512826,30.497249,53.426977,-652.861146,-27.794327,5.797935,-5.239579,-1958.583437,-55.588653,5.797935,-3917.166874,-55.588653,-646.982957,-44.298184,4.937117,0.365199,-1940.948872,-88.596368,4.937117,-3881.897745,-88.596368,-754.848493,-25.476896,11.994659,2.527606,-2264.545478,-50.953793,11.994659,-4529.090956,-50.953793,20.763977,52.881364,-8.947688,-0.110549,62.291932,105.762728,-8.947688,124.583864,105.762728,179.173911,-108.342934,-15.332006,-2.343069,537.521733,-216.685869,-15.332006,1075.043467,-216.685869,-582.922010,-0.596260,-0.177638,0.510133,-1748.766030,-1.192520,-0.177638,-3497.532060,-1.192520,-156.508069,-19.743731,-3.589620,1.035721,-469.524206,-39.487462,-3.589620,-939.048413,-39.487462,31.272407,0.314492,-0.042854,-0.081402,93.817220,0.628984,-0.042854,187.634441,0.628984,-75.088112,-17.534640,1.093315,-0.056077,-225.264335,-35.069280,1.093315,-450.528670,-35.069280,126.483751,-1.514625,-1.860384,-0.013364,379.451254,-3.029249,-1.860384,758.902508,-3.029249,-32.832637,-6.092445,1.009928,0.656156,-98.497910,-12.184891,1.009928,-196.995819,-12.184891,
1.100000,-63.038822,-3.085857,0.547963,0.783849,-189.116467,-6.171713,0.547963,-378.232934,-6.171713,-40.374529,11.044033,-1.434268,-1.544211,-121.123586,22.088067,-1.434268,-242.247173,22.088067,93.186797,-8.208413,-10.368939,-3.047389,279.560390,-16.416826,-10.368939,559.120781,-16.416826,-270.684059,-26.749711,9.464312,8.468182,-812.052177,-53.499423,9.464312,-1624.104354,-53.499423,-61.666060,-11.382176,-0.801184,0.238961,-184.998181,-22.764353,-0.801184,-369.996362,-22.764353,82.225129,3.114080,-1.936945,9.450552,246.675386,6.228160,-1.936945,493.350771,6.228160,258.650843,0.698560,-6.172088,0.582257,775.952528,1.397121,-6.172088,1551.905055,1.397121,24.075955,-2.044669,-2.324531,0.142060,72.227865,-4.089339,-2.324531,144.455730,-4.089339,259.210775,-32.198281,-1.089984,0.045054,777.632325,-64.396563,-1.089984,1555.264650,-64.396563,-68.550864,113.211728,-6.977665,-0.869989,-205.652591,226.423457,-6.977665,-411.305181,226.423457,-91.756019,-35.406312,7.351275,5.658980,-275.268058,-70.812624,7.351275,-550.536115,-70.812624,-62.491497,26.764317,2.691086,3.031862,-187.474490,53.528634,2.691086,-374.948980,53.528634,-561.343926,-34.322938,5.590877,-5.220586,-1684.031779,-68.645876,5.590877,-3368.063558,-68.645876,-611.648960,-50.768013,4.620230,0.381139,-1834.946879,-101.536027,4.620230,-3669.893757,-101.536027,-778.798163,-33.025381,11.799651,2.567277,-2336.394490,-66.050763,11.799651,-4672.788980,-66.050763,46.834467,53.089004,-8.594453,-0.139786,140.503401,106.178007,-8.594453,281.006802,106.178007,319.680756,-106.551195,-16.048319,-2.395373,959.042267,-213.102391,-16.048319,1918.084534,-213.102391,-574.762142,-6.425480,-0.201044,0.509513,-1724.286425,-12.850961,-0.201044,-3448.572850,-12.850961,-145.803201,-21.308812,-3.726462,1.023530,-437.409603,-42.617623,-3.726462,-874.819207,-42.617623,28.075016,0.627216,-0.039715,-0.081540,84.225048,1.254432,-0.039715,168.450097,1.254432,-65.222445,-18.285521,0.973914,-0.052630,-195.667334,-36.571042,0.973914,-391.334668,-36.571042,161.252799,-0.249787,-1.866266,-0.019578,483.758396,-0.499574,-1.866266,967.516792,-0.499574,-52.825172,-6.420772,0.968218,0.659454,-158.475516,-12.841543,0.968218,-316.951032,-12.841543,
1.103333,-61.266071,-3.716245,0.525289,0.785639,-183.798213,-7.432490,0.525289,-367.596426,-7.432490,-45.289507,10.640288,-1.361987,-1.548871,-135.868522,21.280576,-1.361987,-271.737045,21.280576,91.648509,-7.276545,-10.420555,-3.082040,274.945526,-14.553090,-10.420555,549.891052,-14.553090,-265.543345,-29.456552,9.276958,8.499422,-796.630036,-58.913104,9.276958,-1593.260071,-58.913104,-43.553215,-11.998837,-0.879121,0.236161,-130.659645,-23.997674,-0.879121,-261.319291,-23.997674,81.724690,3.936331,-1.913444,9.444133,245.174070,7.872663,-1.913444,490.348141,7.872663,246.980030,3.285069,-6.158809,0.561701,740.940089,6.570137,-6.158809,1481.880179,6.570137,5.609357,-1.803910,-2.337359,0.134290,16.828071,-3.607819,-2.337359,33.656143,-3.607819,290.591776,-29.606174,-1.295999,0.041073,871.775328,-59.212347,-1.295999,1743.550655,-59.212347,-115.495400,112.526220,-6.225206,-0.891993,-346.486199,225.052440,-6.225206,-692.972398,225.052440,-129.876858,-36.323872,7.112174,5.683087,-389.630573,-72.647745,7.112174,-779.261145,-72.647745,-122.067487,26.139402,2.867431,3.041127,-366.202461,52.278805,2.867431,-732.404922,52.278805,-484.161120,-39.936377,5.343346,-5.202351,-1452.483361,-79.872755,5.343346,-2904.966722,-79.872755,-572.192329,-56.884503,4.261388,0.395953,-1716.576987,-113.769006,4.261388,-3433.153974,-113.769006,-803.558740,-40.813363,11.553522,2.606214,-2410.676219,-81.626726,11.553522,-4821.352438,-81.626726,81.398291,53.557348,-8.238965,-0.167843,244.194873,107.114697,-8.238965,488.389745,107.114697,449.693753,-103.354388,-16.748005,-2.450039,1349.081259,-206.708775,-16.748005,2698.162517,-206.708775,-563.076193,-12.173102,-0.263039,0.508750,-1689.228580,-24.346203,-0.263039,-3378.457161,-24.346203,-129.234960,-22.766844,-3.873381,1.010866,-387.704879,-45.533687,-3.873381,-775.409759,-45.533687,24.814635,0.907966,-0.034597,-0.081665,74.443905,1.815933,-0.034597,148.887810,1.815933,-47.095529,-18.937746,0.849837,-0.049589,-141.286588,-37.875491,0.849837,-282.573177,-37.875491,196.939197,1.362741,-1.862556,-0.025795,590.817591,2.725482,-1.862556,1181.635181,2.725482,-72.095764,-6.949023,0.923652,0.662608,-216.287291,-13.898047,0.923652,-432.574582,-13.898047,
1.106667,-58.236949,-4.328906,0.498472,0.787347,-174.710848,-8.657811,0.498472,-349.421695,-8.657811,-49.731351,10.187393,-1.292562,-1.553294,-149.194054,20.374786,-1.292562,-298.388108,20.374786,91.450617,-6.360060,-10.466011,-3.116853,274.351850,-12.720120,-10.466011,548.703700,-12.720120,-262.754759,-32.111985,9.071729,8.530008,-788.264278,-64.223971,9.071729,-1576.528556,-64.223971,-25.258544,-12.434369,-0.960565,0.233096,-75.775633,-24.868738,-0.960565,-151.551265,-24.868738,82.632701,4.753578,-1.884478,9.437802,247.898102,9.507157,-1.884478,495.796204,9.507157,247.915112,5.754869,-6.128676,0.541218,743.745337,11.509738,-6.128676,1487.490675,11.509738,-14.310570,-1.747816,-2.349198,0.126479,-42.931711,-3.495632,-2.349198,-85.863422,-3.495632,315.339943,-26.700256,-1.483687,0.036434,946.019829,-53.400512,-1.483687,1892.039659,-53.400512,-177.808969,111.371266,-5.478881,-0.911497,-533.426906,222.742532,-5.478881,-1066.853811,222.742532,-154.439120,-37.622641,6.865686,5.706386,-463.317360,-75.245282,6.865686,-926.634719,-75.245282,-185.698024,24.918727,3.037625,3.050971,-557.094072,49.837455,3.037625,-1114.188144,49.837455,-404.602726,-44.777989,5.060965,-5.185002,-1213.808179,-89.555977,5.060965,-2427.616359,-89.555977,-520.081449,-62.606426,3.863085,0.409505,-1560.244347,-125.212853,3.863085,-3120.488694,-125.212853,-802.318662,-48.848950,11.254648,2.644242,-2406.955985,-97.697901,11.254648,-4813.911969,-97.697901,110.460229,54.371331,-7.879203,-0.194708,331.380688,108.742663,-7.879203,662.761377,108.742663,564.147504,-98.857450,-17.422044,-2.506997,1692.442512,-197.714900,-17.422044,3384.885024,-197.714900,-557.068292,-17.803864,-0.362962,0.507717,-1671.204875,-35.607727,-0.362962,-3342.409751,-35.607727,-111.663655,-24.059193,-4.029467,0.997697,-334.990964,-48.118387,-4.029467,-669.981928,-48.118387,22.463275,1.156113,-0.027717,-0.081769,67.389824,2.312225,-0.027717,134.779648,2.312225,-25.726777,-19.408701,0.722015,-0.046969,-77.180332,-38.817402,0.722015,-154.360664,-38.817402,230.985034,3.332133,-1.846906,-0.031981,692.955103,6.664265,-1.846906,1385.910206,6.664265,-80.727242,-7.669981,0.874922,0.665607,-242.181726,-15.339962,0.874922,-484.363453,-15.339962,
1.110000,-52.022849,-4.911275,0.467671,0.788958,-156.068546,-9.822550,0.467671,-312.137093,-9.822550,-53.096398,9.690080,-1.226303,-1.557492,-159.289195,19.380159,-1.226303,-318.578390,19.380159,90.023654,-5.445554,-10.505363,-3.151807,270.070961,-10.891108,-10.505363,540.141922,-10.891108,-251.072260,-34.739533,8.848891,8.559881,-753.216780,-69.479066,8.848891,-1506.433560,-69.479066,-4.546242,-12.686955,-1.044303,0.229755,-13.638725,-25.373909,-1.044303,-27.277450,-25.373909,80.815135,5.579905,-1.850033,9.431576,242.445406,11.159811,-1.850033,484.890812,11.159811,241.075658,8.234020,-6.082046,0.520862,723.226974,16.468040,-6.082046,1446.453949,16.468040,-27.046114,-1.890922,-2.361328,0.118628,-81.138343,-3.781844,-2.361328,-162.276686,-3.781844,336.898608,-23.546856,-1.651177,0.031204,1010.695824,-47.093713,-1.651177,2021.391648,-47.093713,-245.839003,109.593176,-4.742332,-0.928529,-737.517010,219.186352,-4.742332,-1475.034019,219.186352,-175.333947,-39.167032,6.609720,5.728848,-526.001841,-78.334064,6.609720,-1052.003681,-78.334064,-251.731092,23.061747,3.197560,3.061366,-755.193277,46.123494,3.197560,-1510.386554,46.123494,-326.542116,-48.824016,4.748958,-5.168645,-979.626349,-97.648032,4.748958,-1959.252697,-97.648032,-451.701794,-67.807241,3.428373,0.421667,-1355.105381,-135.614481,3.428373,-2710.210762,-135.614481,-787.103984,-56.872137,10.902244,2.681185,-2361.311951,-113.744274,10.902244,-4722.623902,-113.744274,135.575568,55.475934,-7.513045,-0.220364,406.726703,110.951867,-7.513045,813.453407,110.951867,665.125655,-93.215975,-18.062289,-2.566148,1995.376966,-186.431950,-18.062289,3990.753932,-186.431950,-543.674700,-23.374547,-0.500223,0.506289,-1631.024100,-46.749093,-0.500223,-3262.048201,-46.749093,-86.639385,-25.175830,-4.193584,0.983994,-259.918156,-50.351660,-4.193584,-519.836313,-50.351660,20.308727,1.380745,-0.019261,-0.081848,60.926181,2.761491,-0.019261,121.852363,2.761491,-3.614489,-19.665969,0.591766,-0.044779,-10.843466,-39.331937,0.591766,-21.686932,-39.331937,260.833083,5.641983,-1.816993,-0.038092,782.499248,11.283966,-1.816993,1564.998496,11.283966,-80.780555,-8.477253,0.821098,0.668435,-242.341664,-16.954507,0.821098,-484.683328,-16.954507,
1.113333,-42.797552,-5.431504,0.433196,0.790460,-128.392657,-10.863007,0.433196,-256.785313,-10.863007,-55.210862,9.159116,-1.163473,-1.561473,-165.632587,18.318231,-1.163473,-331.265175,18.318231,87.420574,-4.545317,-10.538666,-3.186882,262.261723,-9.090635,-10.538666,524.523447,-9.090635,-230.106416,-37.250256,8.608925,8.588982,-690.319248,-74.500511,8.608925,-1380.638496,-74.500511,19.774332,-12.732417,-1.129034,0.226133,59.322996,-25.464834,-1.129034,118.645992,-25.464834,77.272234,6.388057,-1.810140,9.425475,231.816701,12.776113,-1.810140,463.633402,12.776113,225.039982,10.644777,-6.019117,0.500689,675.119946,21.289553,-6.019117,1350.239891,21.289553,-28.840363,-2.161383,-2.374835,0.110735,-86.521089,-4.322766,-2.374835,-173.042179,-4.322766,357.063686,-20.177870,-1.796926,0.025451,1071.191059,-40.355741,-1.796926,2142.382117,-40.355741,-316.009039,107.134786,-4.019906,-0.943129,-948.027117,214.269572,-4.019906,-1896.054234,214.269572,-190.526766,-40.920372,6.342762,5.750439,-571.580297,-81.840743,6.342762,-1143.160593,-81.840743,-318.087508,20.544436,3.342914,3.072272,-954.262524,41.088872,3.342914,-1908.525047,41.088872,-254.196777,-52.089437,4.412580,-5.153369,-762.590331,-104.178874,4.412580,-1525.180662,-104.178874,-367.935660,-72.324259,2.961268,0.432325,-1103.806979,-144.648517,2.961268,-2207.613959,-144.648517,-757.547700,-64.743177,10.496860,2.716865,-2272.643099,-129.486354,10.496860,-4545.286198,-129.486354,154.606276,56.831689,-7.138687,-0.244786,463.818829,113.663378,-7.138687,927.637658,113.663378,748.844181,-86.564719,-18.661558,-2.627367,2246.532544,-173.129437,-18.661558,4493.065088,-173.129437,-522.792420,-28.811294,-0.674176,0.504342,-1568.377259,-57.622587,-0.674176,-3136.754517,-57.622587,-56.553570,-26.042224,-4.364311,0.969733,-169.660711,-52.084447,-4.364311,-339.321423,-52.084447,17.961084,1.583833,-0.009379,-0.081896,53.883253,3.167665,-0.009379,107.766507,3.167665,18.718648,-19.702114,0.460539,-0.043025,56.155944,-39.404227,0.460539,112.311889,-39.404227,282.249621,8.250314,-1.770685,-0.044076,846.748864,16.500628,-1.770685,1693.497729,16.500628,-75.746142,-9.285059,0.761890,0.671075,-227.238427,-18.570118,0.761890,-454.476854,-18.570118,
