T,pp #1,,,,ppdot #1,,,ppddot #1,,pp #2,,,,ppdot #2,,,ppddot #2,,pp #3,,,,ppdot #3,,,ppddot #3,,pp #4,,,,ppdot #4,,,ppddot #4,,pp #5,,,,ppdot #5,,,ppddot #5,,pp #6,,,,ppdot #6,,,ppddot #6,,pp #7,,,,ppdot #7,,,ppddot #7,,pp #8,,,,ppdot #8,,,ppddot #8,,pp #9,,,,ppdot #9,,,ppddot #9,,pp #10,,,,ppdot #10,,,ppddot #10,,pp #11,,,,ppdot #11,,,ppddot #11,,pp #12,,,,ppdot #12,,,ppddot #12,,pp #13,,,,ppdot #13,,,ppddot #13,,pp #14,,,,ppdot #14,,,ppddot #14,,pp #15,,,,ppdot #15,,,ppddot #15,,pp #16,,,,ppdot #16,,,ppddot #16,,pp #17,,,,ppdot #17,,,ppddot #17,,pp #18,,,,ppdot #18,,,ppddot #18,,pp #19,,,,ppdot #19,,,ppddot #19,,pp #20,,,,ppdot #20,,,ppddot #20,,pp #21,,,,ppdot #21,,,ppddot #21,,pp #22,,,,ppdot #22,,,ppddot #22,,pp #23,,,,ppdot #23,,,ppddot #23,,
0.353333,56.352686,-0.914145,-0.403073,0.605178,169.058057,-1.828290,-0.403073,338.116115,-1.828290,9.894541,6.663339,-1.124563,-0.716521,29.683622,13.326677,-1.124563,59.367243,13.326677,57.178393,-8.667650,-2.184108,0.870956,171.535179,-17.335300,-2.184108,343.070359,-17.335300,-231.776901,-26.292617,6.402368,2.905192,-695.330704,-52.585233,6.402368,-1390.661408,-52.585233,-115.635799,1.025041,1.445054,0.378469,-346.907397,2.050081,1.445054,-693.814795,2.050081,-123.537010,30.103362,15.796484,3.089974,-370.611030,60.206725,15.796484,-741.222061,60.206725,313.362633,-2.660850,-1.115007,-0.046476,940.087898,-5.321701,-1.115007,1880.175795,-5.321701,356.590148,-6.790321,-0.789021,0.060984,1069.770444,-13.580643,-0.789021,2139.540887,-13.580643,87.141412,20.042520,0.119329,0.440857,261.424235,40.085040,0.119329,522.848470,40.085040,-401.408940,116.131430,0.656035,0.292947,-1204.226821,232.262861,0.656035,-2408.453642,232.262861,193.488558,-42.972186,-2.395048,3.600026,580.465674,-85.944372,-2.395048,1160.931347,-85.944372,193.476756,-21.091091,-0.087288,3.055104,580.430267,-42.182182,-0.087288,1160.860533,-42.182182,289.451500,34.961205,-0.264248,-4.078021,868.354500,69.922409,-0.264248,1736.709000,69.922409,22.430520,-0.102764,0.208833,2.191767,67.291559,-0.205527,0.208833,134.583119,-0.205527,1050.225645,47.959731,-18.349490,0.401318,3150.676934,95.919462,-18.349490,6301.353868,95.919462,-564.732836,71.023782,3.355770,2.191115,-1694.198508,142.047564,3.355770,-3388.397017,142.047564,-978.494925,-186.454565,27.354367,1.103163,-2935.484775,-372.909129,27.354367,-5870.969550,-372.909129,731.828401,21.170929,-7.855095,1.972241,2195.485202,42.341858,-7.855095,4390.970404,42.341858,-89.803024,-6.728611,0.482776,0.304834,-269.409072,-13.457221,0.482776,-538.818145,-13.457221,12.629382,2.178063,0.082580,-0.083918,37.888146,4.356125,0.082580,75.776292,4.356125,106.758860,-10.951494,0.258820,0.008826,320.276580,-21.902987,0.258820,640.553160,-21.902987,121.400147,-6.260911,-0.647167,0.143220,364.200441,-12.521823,-0.647167,728.400883,-12.521823,115.698518,-3.117214,-0.384844,0.667489,347.095553,-6.234429,-0.384844,694.191105,-6.234429,
0.356667,59.528247,-0.350618,-0.407288,0.603826,178.584741,-0.701236,-0.407288,357.169482,-0.701236,0.214850,6.762284,-1.079811,-0.720195,0.644550,13.524568,-1.079811,1.289100,13.524568,60.691805,-8.095866,-2.239986,0.863581,182.075414,-16.191732,-2.239986,364.150829,-16.191732,-194.719002,-28.610386,6.219358,2.926232,-584.157005,-57.220771,6.219358,-1168.314010,-57.220771,-117.550079,-0.131317,1.448033,0.383293,-352.650238,-0.262635,1.448033,-705.300475,-0.262635,-124.000929,28.867992,15.993055,3.142958,-372.002788,57.735985,15.993055,-744.005575,57.735985,296.735032,0.472776,-1.122301,-0.050211,890.205096,0.945552,-1.122301,1780.410192,0.945552,366.465037,-3.224420,-0.822403,0.058291,1099.395110,-6.448840,-0.822403,2198.790219,-6.448840,3.793642,20.913934,0.255850,0.441481,11.380926,41.827868,0.255850,22.761852,41.827868,-517.663814,112.117341,1.416864,0.296409,-1552.991442,224.234682,1.416864,-3105.982885,224.234682,275.834442,-41.037300,-2.675080,3.591572,827.503327,-82.074601,-2.675080,1655.006655,-82.074601,200.327827,-19.156323,-0.221447,3.054586,600.983482,-38.312646,-0.221447,1201.966963,-38.312646,199.723619,37.855720,-0.021525,-4.078503,599.170858,75.711439,-0.021525,1198.341717,75.711439,-12.831713,0.121542,0.208895,2.192463,-38.495139,0.243083,0.208895,-76.990279,0.243083,971.277447,58.461988,-17.994751,0.340725,2913.832340,116.923975,-17.994751,5827.664680,116.923975,-526.981390,65.376454,3.810437,2.203069,-1580.944170,130.752907,3.810437,-3161.888340,130.752907,-964.658556,-196.239514,26.078720,1.192236,-2893.975668,-392.479028,26.078720,-5787.951335,-392.479028,684.948233,28.489213,-7.689561,1.946320,2054.844698,56.978426,-7.689561,4109.689395,56.978426,-63.865091,-7.626641,0.434925,0.306366,-191.595273,-15.253282,0.434925,-383.190547,-15.253282,8.887938,2.304356,0.097521,-0.083618,26.663814,4.608713,0.097521,53.327628,4.608713,127.921433,-9.883905,0.189369,0.009571,383.764300,-19.767810,0.189369,767.528601,-19.767810,114.233918,-5.046910,-0.684860,0.140998,342.701755,-10.093820,-0.684860,685.403509,-10.093820,102.267931,-1.960229,-0.401769,0.666176,306.803792,-3.920458,-0.401769,613.607585,-3.920458,
0.360000,60.978564,0.244665,-0.407642,0.602467,182.935693,0.489329,-0.407642,365.871385,0.489329,-10.882669,6.764432,-1.034722,-0.723719,-32.648006,13.528865,-1.034722,-65.296013,13.528865,61.352313,-7.488948,-2.291936,0.856027,184.056940,-14.977896,-2.291936,368.113879,-14.977896,-136.693191,-30.557576,6.022131,2.946638,-410.079574,-61.115151,6.022131,-820.159149,-61.115151,-115.895671,-1.306818,1.443239,0.388114,-347.687013,-2.613636,1.443239,-695.374025,-2.613636,-121.614138,27.627983,16.181375,3.196585,-364.842415,55.255966,16.181375,-729.684829,55.255966,259.689864,3.440126,-1.109258,-0.053935,779.069592,6.880253,-1.109258,1558.139184,6.880253,371.600937,0.440230,-0.831684,0.055528,1114.802812,0.880461,-0.831684,2229.605624,0.880461,-78.498825,20.951870,0.395403,0.442566,-235.496475,41.903741,0.395403,-470.992950,41.903741,-614.147807,106.940703,2.147058,0.302359,-1842.443422,213.881406,2.147058,-3684.886845,213.881406,336.811427,-38.278956,-2.939467,3.582209,1010.434281,-76.557912,-2.939467,2020.868563,-76.557912,203.318698,-17.153045,-0.342478,3.053643,609.956095,-34.306090,-0.342478,1219.912189,-34.306090,118.314219,39.852956,0.237504,-4.078147,354.942657,79.705912,0.237504,709.885315,79.705912,-41.611220,-0.006776,0.209278,2.193160,-124.833660,-0.013551,0.209278,-249.667320,-0.013551,867.392051,68.174762,-17.572629,0.281428,2602.176153,136.349524,-17.572629,5204.352306,136.349524,-479.053061,60.106640,4.228714,2.216477,-1437.159183,120.213280,4.228714,-2874.318366,120.213280,-968.324315,-205.886099,24.738302,1.276949,-2904.972946,-411.772199,24.738302,-5809.945893,-411.772199,648.473484,35.338696,-7.476802,1.921030,1945.420451,70.677391,-7.476802,3890.840901,70.677391,-36.737289,-8.265292,0.381952,0.307728,-110.211866,-16.530584,0.381952,-220.423731,-16.530584,3.681300,2.393236,0.113180,-0.083267,11.043899,4.786471,0.113180,22.087798,4.786471,110.427954,-8.604691,0.127740,0.010097,331.283862,-17.209381,0.127740,662.567725,-17.209381,67.506439,-3.904571,-0.714698,0.138663,202.519317,-7.809142,-0.714698,405.038634,-7.809142,62.634319,-0.937550,-0.411428,0.664818,187.902957,-1.875100,-0.411428,375.805914,-1.875100,
0.363333,60.796526,0.854450,-0.403978,0.601113,182.389578,1.708900,-0.403978,364.779155,1.708900,-21.598635,6.655606,-0.989988,-0.727093,-64.795906,13.311212,-0.989988,-129.591812,13.311212,60.747932,-6.875425,-2.339817,0.848306,182.243797,-13.750850,-2.339817,364.487595,-13.750850,-75.245407,-31.924508,5.813858,2.966368,-225.736220,-63.849015,5.813858,-451.472441,-63.849015,-110.756782,-2.465775,1.430664,0.392906,-332.270347,-4.931550,1.430664,-664.540695,-4.931550,-114.380973,26.411842,16.361507,3.250825,-343.142919,52.823683,16.361507,-686.285838,52.823683,213.777581,6.037025,-1.077667,-0.057585,641.332742,12.074050,-1.077667,1282.665485,12.074050,371.705175,4.156240,-0.816362,0.052774,1115.115526,8.312480,-0.816362,2230.231051,8.312480,-159.288643,20.166882,0.532466,0.444114,-477.865930,40.333764,0.532466,-955.731859,40.333764,-692.741863,100.799225,2.839524,0.310681,-2078.225589,201.598449,2.839524,-4156.451177,201.598449,384.775820,-34.910842,-3.183433,3.571998,1154.327461,-69.821683,-3.183433,2308.654922,-69.821683,202.822583,-15.119858,-0.450054,3.052318,608.467749,-30.239716,-0.450054,1216.935499,-30.239716,43.957305,41.036098,0.507135,-4.076908,131.871914,82.072196,0.507135,263.743828,82.072196,-65.627201,-0.422888,0.207846,2.193856,-196.881603,-0.845776,0.207846,-393.763205,-0.845776,775.295060,76.848682,-17.089217,0.223642,2325.885179,153.697365,-17.089217,4651.770358,153.697365,-444.548935,55.316109,4.613457,2.231223,-1333.646804,110.632218,4.613457,-2667.293607,110.632218,-958.661052,-215.569343,23.333450,1.357087,-2875.983156,-431.138685,23.333450,-5751.966313,-431.138685,598.033312,41.823430,-7.219595,1.896524,1794.099935,83.646861,-7.219595,3588.199869,83.646861,-3.069623,-8.632665,0.325626,0.308908,-9.208869,-17.265329,0.325626,-18.417738,-17.265329,-0.977261,2.430049,0.129257,-0.082863,-2.931783,4.860097,0.129257,-5.863566,4.860097,107.472975,-7.500411,0.074057,0.010431,322.418926,-15.000822,0.074057,644.837852,-15.000822,27.860098,-3.229506,-0.738478,0.136240,83.580294,-6.459013,-0.738478,167.160588,-6.459013,21.538020,-0.311207,-0.415591,0.663439,64.614060,-0.622413,-0.415591,129.228121,-0.622413,
0.366667,60.673693,1.462415,-0.396255,0.599778,182.021080,2.924831,-0.396255,364.042161,2.924831,-28.301866,6.439619,-0.946337,-0.730320,-84.905599,12.879239,-0.946337,-169.811197,12.879239,59.541666,-6.267946,-2.383628,0.840433,178.624998,-12.535891,-2.383628,357.249995,-12.535891,-28.060917,-32.676962,5.598519,2.985390,-84.182752,-65.353923,5.598519,-168.365504,-65.353923,-108.859340,-3.573343,1.410534,0.397644,-326.578019,-7.146685,1.410534,-653.156038,-7.146685,-119.567664,25.268032,16.533774,3.305653,-358.702992,50.536064,16.533774,-717.405985,50.536064,172.739268,8.174801,-1.030294,-0.061102,518.217803,16.349602,-1.030294,1036.435607,16.349602,364.903648,7.873292,-0.776264,0.050113,1094.710943,15.746583,-0.776264,2189.421886,15.746583,-220.248030,18.573996,0.661602,0.446107,-660.744091,37.147992,0.661602,-1321.488182,37.147992,-750.099170,93.871806,3.488427,0.321240,-2250.297509,187.743612,3.488427,-4500.595018,187.743612,418.503215,-31.063083,-3.403346,3.561013,1255.509645,-62.126167,-3.403346,2511.019291,-62.126167,202.004372,-13.091632,-0.544092,3.050657,606.013115,-26.183264,-0.544092,1212.026230,-26.183264,-26.134382,41.475671,0.782174,-4.074760,-78.403147,82.951342,0.782174,-156.806294,82.951342,-86.724420,-1.079160,0.202839,2.194542,-260.173261,-2.158320,0.202839,-520.346522,-2.158320,703.340003,84.601633,-16.551050,0.167560,2110.020010,169.203266,-16.551050,4220.040020,169.203266,-424.879512,50.870620,4.967412,2.247199,-1274.638536,101.741240,4.967412,-2549.277072,101.741240,-933.060096,-225.155953,21.864366,1.432434,-2799.180288,-450.311906,21.864366,-5598.360576,-450.311906,532.154663,47.803763,-6.920837,1.872945,1596.463990,95.607527,-6.920837,3192.927979,95.607527,16.022959,-8.663361,0.267972,0.309898,48.068878,-17.326722,0.267972,96.137757,-17.326722,-5.664811,2.420276,0.145425,-0.082405,-16.994433,4.840552,0.145425,-33.988865,4.840552,90.792551,-6.425681,0.027637,0.010599,272.377652,-12.851363,0.027637,544.755305,-12.851363,-1.232142,-2.950905,-0.759080,0.133744,-3.696427,-5.901811,-0.759080,-7.392855,-5.901811,-8.283668,-0.095827,-0.416947,0.662051,-24.851004,-0.191653,-0.416947,-49.702009,-0.191653,
0.370000,60.302250,2.069152,-0.384483,0.598476,180.906749,4.138305,-0.384483,361.813497,4.138305,-32.238578,6.156601,-0.904350,-0.733404,-96.715735,12.313202,-0.904350,-193.431471,12.313202,58.170749,-5.672529,-2.423430,0.832420,174.512247,-11.345058,-2.423430,349.024493,-11.345058,7.646966,-32.957571,5.379738,3.003687,22.940899,-65.915142,5.379738,45.881799,-65.915142,-110.039426,-4.661936,1.383083,0.402302,-330.118279,-9.323872,1.383083,-660.236557,-9.323872,-132.638411,24.072355,16.698242,3.361042,-397.915234,48.144710,16.698242,-795.830468,48.144710,134.416244,9.902194,-0.970038,-0.064439,403.248733,19.804387,-0.970038,806.497467,19.804387,352.023173,11.522328,-0.711612,0.047626,1056.069520,23.044656,-0.711612,2112.139041,23.044656,-264.408427,16.371515,0.778087,0.448511,-793.225281,32.743031,0.778087,-1586.450561,32.743031,-785.003575,86.370814,4.089236,0.333884,-2355.010724,172.741629,4.089236,-4710.021448,172.741629,439.958154,-26.878051,-3.596483,3.549339,1319.874462,-53.756103,-3.596483,2639.748924,-53.756103,200.141083,-11.071588,-0.624636,3.048706,600.423249,-22.143177,-0.624636,1200.846497,-22.143177,-90.202847,41.214327,1.057807,-4.071693,-270.608542,82.428655,1.057807,-541.217084,82.428655,-103.689889,-1.946404,0.192754,2.195203,-311.069666,-3.892808,0.192754,-622.139332,-3.892808,644.395728,91.635033,-15.963594,0.113356,1933.187185,183.270066,-15.963594,3866.374371,183.270066,-420.456432,46.621825,5.292387,2.264307,-1261.369296,93.243649,5.292387,-2522.738593,93.243649,-874.047492,-234.486554,20.332224,1.502779,-2622.142477,-468.973108,20.332224,-5244.284953,-468.973108,447.396558,53.125310,-6.584407,1.850427,1342.189674,106.250620,-6.584407,2684.379349,106.250620,24.202257,-8.503131,0.210750,0.310695,72.606771,-17.006263,0.210750,145.213541,-17.006263,-9.947789,2.363628,0.161371,-0.081894,-29.843368,4.727256,0.161371,-59.686735,4.727256,64.667009,-5.517756,-0.012175,0.010623,194.001028,-11.035512,-0.012175,388.002057,-11.035512,-19.730028,-2.963227,-0.778793,0.131181,-59.190083,-5.926454,-0.778793,-118.380167,-5.926454,-28.162045,-0.178663,-0.417862,0.660660,-84.486136,-0.357326,-0.417862,-168.972272,-0.357326,
0.373333,59.438938,2.672175,-0.368679,0.597219,178.316814,5.344350,-0.368679,356.633629,5.344350,-33.990216,5.834215,-0.864381,-0.736351,-101.970647,11.668430,-0.864381,-203.941294,11.668430,56.558839,-5.090822,-2.459308,0.824281,169.676518,-10.181643,-2.459308,339.353036,-10.181643,35.450728,-32.881101,5.160275,3.021254,106.352183,-65.762202,5.160275,212.704366,-65.762202,-115.089414,-5.762330,1.348335,0.406856,-345.268242,-11.524661,1.348335,-690.536485,-11.524661,-152.772962,22.745971,16.854303,3.416965,-458.318887,45.491942,16.854303,-916.637774,45.491942,98.446802,11.246356,-0.899543,-0.067558,295.340405,22.492712,-0.899543,590.680810,22.492712,335.366387,15.042560,-0.623062,0.045395,1006.099162,30.085119,-0.623062,2012.198323,30.085119,-285.644726,13.727431,0.878417,0.451276,-856.934178,27.454862,0.878417,-1713.868357,27.454862,-799.703774,78.520779,4.638875,0.348445,-2399.111321,157.041557,4.638875,-4798.222642,157.041557,446.518199,-22.478470,-3.761005,3.537068,1339.554598,-44.956940,-3.761005,2679.109195,-44.956940,196.150289,-9.070178,-0.691776,3.046508,588.450867,-18.140355,-0.691776,1176.901734,-18.140355,-145.447643,40.312299,1.329563,-4.067712,-436.342930,80.624598,1.329563,-872.685859,80.624598,-113.138247,-2.983303,0.176321,2.195820,-339.414741,-5.966606,0.176321,-678.829482,-5.966606,583.938576,98.078990,-15.331214,0.061186,1751.815729,196.157981,-15.331214,3503.631458,196.157981,-437.627360,42.417260,5.589184,2.282451,-1312.882079,84.834521,5.589184,-2625.764158,84.834521,-756.042986,-243.227029,18.739845,1.567915,-2268.128958,-486.454058,18.739845,-4536.257917,-486.454058,341.002989,57.599276,-6.215325,1.829086,1023.008967,115.198551,-6.215325,2046.017934,115.198551,23.776173,-8.261109,0.154870,0.311304,71.328519,-16.522218,0.154870,142.657037,-16.522218,-13.526329,2.264150,0.176797,-0.081330,-40.578986,4.528300,0.176797,-81.157972,4.528300,25.327050,-4.871086,-0.046804,0.010524,75.981149,-9.742172,-0.046804,151.962298,-9.742172,-30.223409,-3.160527,-0.799206,0.128551,-90.670228,-6.321054,-0.799206,-181.340455,-6.321054,-40.947433,-0.460284,-0.419992,0.659264,-122.842299,-0.920567,-0.419992,-245.684598,-0.920567,
0.376667,57.806474,3.266564,-0.348883,0.596022,173.419421,6.533129,-0.348883,346.838842,6.533129,-35.701950,5.494313,-0.826619,-0.739169,-107.105851,10.988626,-0.826619,-214.211702,10.988626,54.926585,-4.525233,-2.491361,0.816029,164.779755,-9.050466,-2.491361,329.559511,-9.050466,48.249753,-32.526594,4.942250,3.038091,144.749259,-65.053188,4.942250,289.498518,-65.053188,-125.816788,-6.913224,1.306083,0.411282,-377.450365,-13.826449,1.306083,-754.900731,-13.826449,-173.912737,21.218242,17.000850,3.473393,-521.738210,42.436483,17.000850,-1043.476420,42.436483,76.581593,12.230824,-0.821285,-0.070428,229.744779,24.461648,-0.821285,459.489557,24.461648,315.163652,18.396224,-0.511600,0.043498,945.490957,36.792447,-0.511600,1890.981913,36.792447,-286.072775,10.870984,0.960411,0.454346,-858.218325,21.741968,0.960411,-1716.436650,21.741968,-797.657466,70.523741,5.135690,0.364751,-2392.972398,141.047482,5.135690,-4785.944796,141.047482,446.483166,-18.013288,-3.895977,3.524299,1339.449498,-36.026576,-3.895977,2678.898996,-36.026576,186.219106,-7.108675,-0.745705,3.044109,558.657317,-14.217349,-0.745705,1117.314634,-14.217349,-190.454965,38.857822,1.593463,-4.062838,-571.364895,77.715645,1.593463,-1142.729789,77.715645,-115.528094,-4.114685,0.152661,2.196370,-346.584283,-8.229371,0.152661,-693.168566,-8.229371,517.830008,103.918376,-14.657889,0.011194,1553.490023,207.836752,-14.657889,3106.980046,207.836752,-476.915478,38.040987,5.857378,2.301536,-1430.746434,76.081974,5.857378,-2861.492867,76.081974,-557.538344,-250.787459,17.093130,1.627651,-1672.615032,-501.574918,17.093130,-3345.230064,-501.574918,209.222849,61.009306,-5.819963,1.809020,627.668547,122.018611,-5.819963,1255.337094,122.018611,9.117012,-8.023347,0.100588,0.311729,27.351036,-16.046694,0.100588,54.702072,-16.046694,-16.564734,2.128887,0.191441,-0.080716,-49.694201,4.257774,0.191441,-99.388402,4.257774,-24.891042,-4.617815,-0.078434,0.010314,-74.673125,-9.235631,-0.078434,-149.346250,-9.235631,-33.557200,-3.462761,-0.821284,0.125851,-100.671601,-6.925522,-0.821284,-201.343201,-6.925522,-47.920890,-0.869758,-0.424426,0.657857,-143.762669,-1.739516,-0.424426,-287.525337,-1.739516,
0.380000,52.506026,3.844629,-0.325179,0.594898,157.518078,7.689258,-0.325179,315.036156,7.689258,-40.876771,5.137293,-0.791180,-0.741865,-122.630312,10.274587,-0.791180,-245.260624,10.274587,53.239408,-3.975967,-2.519699,0.807676,159.718224,-7.951935,-2.519699,319.436449,-7.951935,47.948298,-32.044096,4.727014,3.054205,143.844895,-64.088193,4.727014,287.689790,-64.088193,-139.927483,-8.171392,1.255801,0.415554,-419.782448,-16.342785,1.255801,-839.564896,-16.342785,-179.719274,19.479114,17.136508,3.530292,-539.157822,38.958228,17.136508,-1078.315644,38.958228,75.180202,12.996640,-0.737194,-0.073027,225.540605,25.993280,-0.737194,451.081210,25.993280,288.991550,21.547860,-0.378453,0.042009,866.974650,43.095720,-0.378453,1733.949300,43.095720,-277.651645,8.010256,1.023349,0.457658,-832.954934,16.020512,1.023349,-1665.909869,16.020512,-788.554183,62.547166,5.579259,0.382624,-2365.662550,125.094332,5.579259,-4731.325101,125.094332,451.549787,-13.548456,-4.001183,3.511128,1354.649361,-27.096912,-4.001183,2709.298722,-27.096912,166.773537,-5.246484,-0.786889,3.041551,500.320612,-10.492967,-0.786889,1000.641223,-10.492967,-220.836399,36.953273,1.846167,-4.057101,-662.509197,73.906546,1.846167,-1325.018393,73.906546,-109.208821,-5.269966,0.121379,2.196829,-327.626464,-10.539933,0.121379,-655.252928,-10.539933,440.057225,109.096676,-13.947839,-0.036492,1320.171676,218.193352,-13.947839,2640.343352,218.193352,-533.878520,33.271832,6.095088,2.321466,-1601.635560,66.543664,6.095088,-3203.271119,66.543664,-252.400606,-256.362842,15.402629,1.681821,-757.201817,-512.725685,15.402629,-1514.403635,-512.725685,45.123973,63.101534,-5.406260,1.790306,135.371919,126.203068,-5.406260,270.743838,126.203068,-12.124905,-7.932177,0.047403,0.311976,-36.374716,-15.864354,0.047403,-72.749431,-15.864354,-19.018493,1.963239,0.205081,-0.080055,-57.055480,3.926479,0.205081,-114.110960,3.926479,-64.719954,-4.866726,-0.110049,0.010001,-194.159863,-9.733451,-0.110049,-388.319727,-9.733451,-29.641335,-3.798333,-0.845487,0.123073,-88.924005,-7.596666,-0.845487,-177.848009,-7.596666,-52.786534,-1.348967,-0.431821,0.656431,-158.359601,-2.697934,-0.431821,-316.719201,-2.697934,
0.383333,45.937643,4.369689,-0.297798,0.593859,137.812928,8.739379,-0.297798,275.625856,8.739379,-44.716332,4.728526,-0.758294,-0.744446,-134.148997,9.457051,-0.758294,-268.297993,9.457051,50.488324,-3.443573,-2.544430,0.799235,151.464971,-6.887146,-2.544430,302.929942,-6.887146,54.095465,-31.564613,4.514985,3.069608,162.286396,-63.129227,4.514985,324.572792,-63.129227,-152.307033,-9.570667,1.196661,0.419644,-456.921098,-19.141334,1.196661,-913.842196,-19.141334,-183.893880,17.681921,17.260378,3.587623,-551.681640,35.363843,17.260378,-1103.363281,35.363843,61.343894,13.748442,-0.648043,-0.075337,184.031682,27.496884,-0.648043,368.063363,27.496884,258.001106,24.437776,-0.225167,0.040997,774.003318,48.875551,-0.225167,1548.006637,48.875551,-260.662445,5.233740,1.067496,0.461148,-781.987336,10.467479,1.067496,-1563.974671,10.467479,-757.038832,54.661624,5.969955,0.401887,-2271.116496,109.323249,5.969955,-4542.232992,109.323249,442.471320,-9.032958,-4.076455,3.497657,1327.413961,-18.065916,-4.076455,2654.827922,-18.065916,149.435839,-3.578748,-0.816307,3.038876,448.307517,-7.157497,-0.816307,896.615034,-7.157497,-241.326815,34.744909,2.085161,-4.050545,-723.980446,69.489818,2.085161,-1447.960891,69.489818,-100.071856,-6.362054,0.082606,2.197171,-300.215569,-12.724109,0.082606,-600.431138,-12.724109,350.918331,113.497249,-13.205859,-0.081756,1052.754992,226.994497,-13.205859,2105.509984,226.994497,-607.009103,27.933047,6.299104,2.342133,-1821.027310,55.866094,6.299104,-3642.054619,55.866094,162.115940,-258.886848,13.685131,1.730305,486.347821,-517.773697,13.685131,972.695641,-517.773697,-158.519967,63.552774,-4.984079,1.772988,-475.559901,127.105548,-4.984079,-951.119802,127.105548,-28.522420,-8.053426,-0.005882,0.312045,-85.567261,-16.106852,-0.005882,-171.134522,-16.106852,-20.867200,1.773055,0.217535,-0.079350,-62.601601,3.546109,0.217535,-125.203202,3.546109,-95.447017,-5.513925,-0.144651,0.009577,-286.341051,-11.027851,-0.144651,-572.682102,-11.027851,-25.260958,-4.094747,-0.871798,0.120212,-75.782873,-8.189493,-0.871798,-151.565746,-8.189493,-57.760390,-1.876832,-0.442574,0.654975,-173.281169,-3.753664,-0.442574,-346.562339,-3.753664,
0.386667,37.995685,4.829066,-0.267135,0.592916,113.987056,9.658131,-0.267135,227.974112,9.658131,-46.994431,4.281362,-0.728261,-0.746923,-140.983294,8.562725,-0.728261,-281.966588,8.562725,46.511698,-2.938690,-2.565705,0.790717,139.535093,-5.877380,-2.565705,279.070187,-5.877380,63.377484,-31.023659,4.306357,3.084309,190.132453,-62.047317,4.306357,380.264906,-62.047317,-162.718109,-11.093737,1.127780,0.423521,-488.154327,-22.187475,1.127780,-976.308654,-22.187475,-182.780841,15.842983,17.372128,3.645348,-548.342523,31.685965,17.372128,-1096.685045,31.685965,40.147381,14.361881,-0.554342,-0.077342,120.442144,28.723762,-0.554342,240.884287,28.723762,221.201656,27.017787,-0.053649,0.040528,663.604968,54.035573,-0.053649,1327.209935,54.035573,-238.085195,2.627115,1.093698,0.464755,-714.255586,5.254231,1.093698,-1428.511171,5.254231,-706.964172,47.091236,6.309132,0.422366,-2120.892516,94.182472,6.309132,-4241.785033,94.182472,421.995455,-4.608245,-4.121925,3.483985,1265.986364,-9.216490,-4.121925,2531.972727,-9.216490,134.892007,-2.084390,-0.835184,3.036120,404.676022,-4.168780,-0.835184,809.352044,-4.168780,-251.693088,32.331641,2.308749,-4.043217,-755.079263,64.663281,2.308749,-1510.158527,64.663281,-89.151385,-7.362773,0.036856,2.197372,-267.454154,-14.725546,0.036856,-534.908308,-14.725546,249.724609,117.006432,-12.437514,-0.124502,749.173828,234.012864,-12.437514,1498.347657,234.012864,-696.933341,21.862956,6.465091,2.363418,-2090.800022,43.725912,6.465091,-4181.600045,43.725912,700.561418,-257.265689,11.964622,1.773052,2101.684254,-514.531378,11.964622,4203.368509,-514.531378,-406.578833,61.967574,-4.565678,1.757075,-1219.736498,123.935148,-4.565678,-2439.472995,123.935148,-42.250386,-8.338650,-0.060523,0.311935,-126.751159,-16.677300,-0.060523,-253.502318,-16.677300,-22.560922,1.564383,0.228660,-0.078606,-67.682766,3.128765,0.228660,-135.365532,3.128765,-109.542786,-6.468395,-0.184592,0.009030,-328.628357,-12.936791,-0.184592,-657.256714,-12.936791,-18.749250,-4.347356,-0.899938,0.117259,-56.247751,-8.694712,-0.899938,-112.495502,-8.694712,-61.995225,-2.454436,-0.457012,0.653476,-185.985674,-4.908872,-0.457012,-371.971347,-4.908872,
